SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Educational Service District 112,06,Clark,06098,Hockinson School District,5,136,133,90,66.09,90,66.09,67.7,22,16.1,21,15.4,0,0,52,38.2,38,27.89,3,2.2,46,33.79,,2,1,,136,133,63,46.29,63,46.29,47.4,23,16.89,47,34.5,0,0,30,22,33,24.19,3,2.2,73,53.6,,2,1,,2.73,2.49
2014-15,Educational Service District 112,06,Clark,06098,Hockinson School District,6,126,123,69,54.7,69,54.7,56.1,16,12.59,38,30.1,0,0,47,37.29,22,17.39,3,2.29,57,45.2,,2,1,,126,123,58,46,58,46,47.2,21,16.6,44,34.89,0,0,31,24.6,27,21.39,3,2.29,68,53.89,,2,1,,2.54,2.46
2014-15,Educational Service District 112,06,Clark,06098,Hockinson School District,7,158,154,94,59.39,94,59.39,61,20,12.59,40,25.3,0,0,79,50,15,9.4,4,2.5,64,40.5,,2,3,,158,154,75,47.39,75,47.39,48.7,23,14.5,56,35.39,0,0,49,31,26,16.39,4,2.5,83,52.5,,2,3,,2.51,2.44
2014-15,Educational Service District 112,06,Clark,06098,Hockinson School District,8,138,134,65,47.1,65,47.1,48.5,32,23.1,37,26.8,0,0,57,41.29,8,5.7,4,2.79,73,52.79,,3,1,,138,133,76,55,76,55,57.1,22,15.9,35,25.3,0,0,44,31.8,32,23.1,5,3.6,62,44.89,,3,1,,2.23,2.54
2014-15,Educational Service District 112,06,Clark,06098,Hockinson School District,11,166,132,89,53.6,89,53.6,67.4,22,13.19,21,12.59,0,0,52,31.3,37,22.19,34,20.39,77,46.29,,5,2,,166,126,38,22.8,38,22.8,30.2,57,34.29,31,18.6,0,0,26,15.59,12,7.2,40,24,128,77.09,,7,2,,2.21,1.47
2014-15,Educational Service District 113,23,Mason,23404,Hood Canal School District,3,35,35,7,20,7,20,20,19,54.2,9,25.69,0,0,3,8.5,4,11.4,0,0,28,80,,1,,,34,34,11,32.29,11,32.29,32.4,10,29.39,13,38.2,0,0,6,17.6,5,14.69,0,0,23,67.59,,1,,,1.77,2.17
2014-15,Educational Service District 113,23,Mason,23404,Hood Canal School District,4,40,39,9,22.5,9,22.5,23.1,18,45,12,30,1,2.5,6,15,2,5,1,2.5,31,77.5,,1,,,40,38,9,22.5,9,22.5,23.7,8,20,21,52.5,2,5,5,12.5,2,5,2,5,31,77.5,,1,,,1.7,1.83
2014-15,Educational Service District 113,23,Mason,23404,Hood Canal School District,5,30,30,15,50,15,50,50,11,36.6,4,13.3,0,0,8,26.6,7,23.3,0,0,15,50,,2,,,30,30,14,46.6,14,46.6,46.7,11,36.6,5,16.6,0,0,7,23.3,7,23.3,0,0,16,53.29,,2,,,2.36,2.33
2014-15,Educational Service District 113,23,Mason,23404,Hood Canal School District,6,28,26,7,25,7,25,26.9,8,28.5,11,39.2,1,3.5,6,21.39,0,0,2,7.09,21,75,,1,1,,28,26,5,17.8,5,17.8,19.2,11,39.2,10,35.7,0,0,5,17.8,0,0,2,7.09,23,82.09,,1,1,,1.71,1.64
2014-15,Educational Service District 113,23,Mason,23404,Hood Canal School District,7,28,28,12,42.79,12,42.79,42.9,6,21.39,10,35.7,0,0,9,32.1,3,10.69,0,0,16,57.1,,,,,28,27,9,32.1,9,32.1,33.3,8,28.5,10,35.7,0,0,7,25,2,7.09,1,3.5,19,67.79,,,,,2.32,2.03
2014-15,Educational Service District 113,23,Mason,23404,Hood Canal School District,8,30,29,6,20,6,20,20.7,9,30,14,46.6,0,0,5,16.6,1,3.29,1,3.29,24,80,1,,1,,31,31,9,29,9,29,29,12,38.7,10,32.2,0,0,5,16.1,4,12.9,0,0,22,70.9,,,1,,1.86,2.03
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,3,111,110,34,30.6,34,30.6,30.9,52,46.79,24,21.6,0,0,16,14.4,18,16.19,1,0.9,77,69.29,,6,,,109,108,44,40.29,44,40.29,40.7,34,31.1,30,27.5,0,0,28,25.6,16,14.59,1,0.9,65,59.6,,6,,,1.98,2.21
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,4,127,126,51,40.1,51,40.1,40.5,48,37.7,27,21.19,0,0,29,22.8,22,17.3,1,0.7,76,59.79,,9,,,129,129,52,40.29,52,40.29,40.3,35,27.1,42,32.5,1,0.7,32,24.8,19,14.69,0,0,77,59.6,,8,,,2.18,2.25
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,5,116,115,49,42.2,49,42.2,42.6,43,37,23,19.8,0,0,33,28.39,16,13.69,1,0.8,67,57.7,,3,1,,117,117,28,23.89,28,23.89,23.9,53,45.2,36,30.69,0,0,15,12.8,13,11.09,0,0,89,76,,4,1,,2.17,1.89
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,6,119,114,28,23.5,28,23.5,24.6,57,47.79,29,24.3,0,0,24,20.1,4,3.29,5,4.2,91,76.4,,5,,,119,97,8,6.7,8,6.7,8.2,58,48.7,31,26,0,0,8,6.7,0,0,22,18.39,111,93.2,,5,,,1.7,1.21
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,7,141,138,52,36.79,52,36.79,37.7,53,37.5,33,23.39,0,0,40,28.3,12,8.5,3,2.1,89,63.1,,5,,,141,138,32,22.6,32,22.6,23.2,65,46,41,29,0,0,19,13.4,13,9.19,3,2.1,109,77.29,,6,,,2.03,1.81
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,8,138,131,60,43.39,60,43.39,45.8,25,18.1,46,33.29,0,0,46,33.29,14,10.09,7,5,78,56.5,,5,,,137,132,42,30.6,42,30.6,31.8,53,38.6,37,27,0,0,18,13.09,24,17.5,5,3.6,95,69.29,,7,,,2.25,2.02
2014-15,Educational Service District 113,14,Grays Harbor,14028,Hoquiam School District,11,131,64,20,15.19,20,15.19,31.3,23,17.5,21,16,0,0,17,12.9,3,2.2,67,51.1,111,84.7,,22,2,,129,,,,,,,,,,,,,,,,,,,,,,,,,0.97,
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,3,20,20,5,25,5,25,25,8,40,7,35,0,0,4,20,1,5,0,0,15,75,,1,,,19,19,3,15.69,3,15.69,15.8,8,42.1,8,42.1,0,0,3,15.69,0,0,0,0,16,84.2,,1,,,1.9,1.73
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,4,20,20,8,40,8,40,40,7,35,5,25,0,0,7,35,1,5,0,0,12,60,,,,,20,19,9,45,9,45,47.4,2,10,8,40,0,0,5,25,4,20,1,5,11,55,,,,,2.1,2.45
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,5,13,13,4,30.69,4,30.69,30.8,5,38.39,4,30.69,0,0,4,30.69,0,0,0,0,9,69.2,,2,,,13,12,3,23,3,23,25,8,61.5,1,7.59,0,0,2,15.3,1,7.59,1,7.59,10,76.9,,2,,,1.92,1.53
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,6,12,12,7,58.29,7,58.29,58.3,3,25,2,16.6,0,0,6,50,1,8.3,0,0,5,41.6,1,2,,,12,12,4,33.29,4,33.29,33.3,2,16.6,6,50,0,0,4,33.29,0,0,0,0,8,66.59,1,2,,,2.41,2.16
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,7,15,15,4,26.6,4,26.6,26.7,6,40,5,33.29,0,0,3,20,1,6.59,0,0,11,73.29,,,,,15,15,4,26.6,4,26.6,26.7,6,40,5,33.29,0,0,1,6.59,3,20,0,0,11,73.29,,,,,1.93,2.06
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,8,18,18,1,5.5,1,5.5,5.6,9,50,8,44.39,0,0,1,5.5,0,0,0,0,17,94.4,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,1.55,
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,11,16,15,5,31.19,5,31.19,33.3,5,31.19,5,31.19,0,0,4,25,1,6.2,1,6.2,11,68.7,,1,,,16,,,,,,,,,,,,,,,,,,,,,,,,,1.93,
2014-15,Northwest Educational Service District 189,31,Snohomish,31063,Index School District,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,31,Snohomish,31063,Index School District,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,31,Snohomish,31063,Index School District,5,6,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,31,Snohomish,31063,Index School District,6,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,Northwest Educational Service District 189,31,Snohomish,31063,Index School District,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
